product_category_name,review_score,order_item_id,customer_city
informatica_acessorios,4,1,brasilia
telefonia,5,1,porto alegre
cool_stuff,4,1,sao paulo
telefonia,5,1,sao paulo
moveis_decoracao,4,1,cambe
telefonia,5,1,recife
construcao_ferramentas_iluminacao,4,1,canoas
perfumaria,5,1,manhuacu
beleza_saude,4,1,guarulhos
brinquedos,5,1,umuarama
moveis_decoracao,4,1,sao bento do sul
cool_stuff,5,1,ituiutaba
papelaria,5,1,sao paulo
utilidades_domesticas,4,1,sao paulo
utilidades_domesticas,4,2,sao paulo
perfumaria,3,1,pinhais
moveis_decoracao,5,1,sao paulo
cama_mesa_banho,3,1,camacari
consoles_games,5,1,porto alegre
brinquedos,5,2,porto alegre
utilidades_domesticas,1,1,rio de janeiro
bebes,5,1,belo horizonte
utilidades_domesticas,1,1,belo horizonte
industria_comercio_e_negocios,5,1,toledo
utilidades_domesticas,1,1,rio de janeiro
malas_acessorios,1,1,diamantina
malas_acessorios,1,2,diamantina
pet_shop,5,1,rio de janeiro
cama_mesa_banho,5,1,sao paulo
cama_mesa_banho,5,2,sao paulo
ferramentas_jardim,3,1,medeiros neto
beleza_saude,5,1,mogi-guacu
cama_mesa_banho,5,1,sao paulo
cama_mesa_banho,5,1,sao paulo
cool_stuff,4,1,campinas
moveis_decoracao,5,1,sao paulo
moveis_escritorio,2,1,bauru
brinquedos,5,1,belo horizonte
esporte_lazer,4,1,sao paulo
perfumaria,5,1,rio de janeiro
perfumaria,5,2,rio de janeiro
esporte_lazer,5,1,maceio
utilidades_domesticas,5,1,brasilia
construcao_ferramentas_construcao,1,1,campo grande
utilidades_domesticas,5,1,sao paulo
informatica_acessorios,3,1,barueri
relogios_presentes,4,1,imperatriz
beleza_saude,4,1,sao paulo
telefonia,5,1,vitoria do mearim
informatica_acessorios,1,1,rio de janeiro
informatica_acessorios,1,2,rio de janeiro
relogios_presentes,5,1,ribeirao pires
relogios_presentes,5,1,sao paulo
informatica_acessorios,2,1,salvador
moveis_decoracao,5,1,fortaleza
relogios_presentes,1,1,osasco
utilidades_domesticas,5,1,aguas lindas de goias
eletronicos,4,1,sao paulo
beleza_saude,5,1,sao jose dos campos
automotivo,5,1,nova serrana
consoles_games,5,1,nova lima
Unknown,5,1,sao paulo
moveis_decoracao,5,1,brasilia
Unknown,5,1,juiz de fora
ferramentas_jardim,1,1,rio de janeiro
beleza_saude,5,1,sao paulo
telefonia,5,1,santa fe do sul
perfumaria,5,1,belem
papelaria,5,1,matao
esporte_lazer,5,1,rio de janeiro
Unknown,3,1,corumba
cool_stuff,5,1,bom jesus da lapa
cool_stuff,5,1,ourinhos
cama_mesa_banho,3,1,porto real
cama_mesa_banho,3,2,porto real
alimentos,1,1,ferraz de vasconcelos
alimentos,1,2,ferraz de vasconcelos
alimentos,1,3,ferraz de vasconcelos
alimentos,1,4,ferraz de vasconcelos
informatica_acessorios,5,1,rio de janeiro
Unknown,4,1,sinop
perfumaria,5,1,belo horizonte
perfumaria,5,2,belo horizonte
telefonia,5,1,sao paulo
telefonia,1,1,ipixuna do para
beleza_saude,5,1,praia grande
relogios_presentes,5,1,sete lagoas
informatica_acessorios,5,1,bage
esporte_lazer,5,1,sao bernardo do campo
brinquedos,1,1,sao jose do rio pardo
bebes,1,2,sao jose do rio pardo
bebes,1,3,sao jose do rio pardo
informatica_acessorios,3,1,itajai
esporte_lazer,5,1,carapicuiba
relogios_presentes,5,1,belem
brinquedos,4,1,goiania
relogios_presentes,5,1,sao paulo
cool_stuff,5,1,niteroi
eletrodomesticos,5,1,sao paulo
moveis_cozinha_area_de_servico_jantar_e_jardim,4,1,sao paulo
bebes,5,1,nilopolis
cama_mesa_banho,5,1,sao paulo
eletronicos,5,1,nova iguacu
moveis_decoracao,1,1,espumoso
climatizacao,1,1,cuiaba
climatizacao,1,2,cuiaba
esporte_lazer,5,1,porto alegre
informatica_acessorios,5,1,sao paulo
brinquedos,5,1,curitiba
Unknown,5,1,brasilia
brinquedos,5,1,itapura
fashion_bolsas_e_acessorios,5,1,sao paulo
esporte_lazer,5,1,sao paulo
relogios_presentes,4,1,santa luzia
ferramentas_jardim,5,1,guaruja
casa_conforto,4,1,sao paulo
beleza_saude,2,1,serrana
brinquedos,5,1,sao paulo
utilidades_domesticas,4,1,sao paulo
brinquedos,4,1,iguape
relogios_presentes,5,1,maua
relogios_presentes,5,1,sao jose do rio preto
esporte_lazer,4,1,indaiatuba
beleza_saude,5,1,rio de janeiro
moveis_decoracao,5,1,anapolis
esporte_lazer,5,1,sao paulo
cama_mesa_banho,5,1,sao paulo
cama_mesa_banho,4,1,rio de janeiro
eletronicos,2,1,itaberai
esporte_lazer,5,1,gramado
moveis_decoracao,5,1,belo horizonte
telefonia,3,1,curitiba
informatica_acessorios,2,1,cotia
cama_mesa_banho,5,1,santa cruz do sul
cama_mesa_banho,3,1,rio de janeiro
informatica_acessorios,1,1,porto alegre
eletrodomesticos,4,1,gravatai
bebes,5,1,sao paulo
perfumaria,5,1,campinas
relogios_presentes,3,1,sao paulo
esporte_lazer,5,1,brasilia
informatica_acessorios,5,1,macae
beleza_saude,1,1,brumadinho
beleza_saude,1,1,bariri
informatica_acessorios,4,1,sorocaba
beleza_saude,5,1,sao paulo
cama_mesa_banho,3,1,sao paulo
brinquedos,5,1,vila velha
brinquedos,5,2,vila velha
automotivo,5,1,sao luis
cama_mesa_banho,1,1,bauru
utilidades_domesticas,5,1,rio de janeiro
automotivo,5,1,foz do iguacu
beleza_saude,5,1,lagoa santa
relogios_presentes,4,1,campinas
utilidades_domesticas,5,1,sao paulo
automotivo,5,1,camboriu
pet_shop,4,1,osasco
pet_shop,4,2,osasco
construcao_ferramentas_construcao,5,1,sao paulo
perfumaria,1,1,praia grande
esporte_lazer,5,1,papanduva
consoles_games,4,1,rio de janeiro
relogios_presentes,5,1,sao luis
automotivo,4,1,sao paulo
informatica_acessorios,2,1,santo andre
cool_stuff,5,1,indaiatuba
informatica_acessorios,4,1,osasco
ferramentas_jardim,1,1,sao paulo
ferramentas_jardim,1,2,sao paulo
cama_mesa_banho,3,1,juiz de fora
cama_mesa_banho,4,1,sao joao d'alianca
cama_mesa_banho,5,1,goiania
cama_mesa_banho,5,2,goiania
beleza_saude,1,1,sao goncalo
perfumaria,4,1,joao pessoa
ferramentas_jardim,5,1,cataguases
telefonia,5,1,porto uniao
ferramentas_jardim,5,1,manaus
perfumaria,4,1,major porto
informatica_acessorios,5,1,campo grande
utilidades_domesticas,4,1,sao paulo
esporte_lazer,5,1,maua
moveis_decoracao,1,1,barra mansa
eletronicos,5,1,brasilia
perfumaria,2,1,sao jose dos campos
papelaria,1,1,sao paulo
consoles_games,5,1,francisco morato
utilidades_domesticas,5,1,diadema
automotivo,5,1,valinhos
informatica_acessorios,5,1,campo grande
informatica_acessorios,5,2,campo grande
informatica_acessorios,5,3,campo grande
moveis_decoracao,5,1,cuiaba
telefonia_fixa,3,1,porto alegre
moveis_decoracao,4,1,juiz de fora
cama_mesa_banho,3,1,capao bonito
informatica_acessorios,5,1,teixeira de freitas
perfumaria,5,1,campinas
esporte_lazer,4,1,guaruja
beleza_saude,5,1,sao paulo
portateis_casa_forno_e_cafe,4,1,nova lima
moveis_decoracao,2,1,araruama
fraldas_higiene,5,1,maringa
moveis_escritorio,3,1,betim
relogios_presentes,2,1,caucaia
automotivo,2,1,santana de parnaiba
bebes,5,1,garanhuns
esporte_lazer,5,1,itupeva
sinalizacao_e_seguranca,5,1,guaratingueta
automotivo,3,1,rio de janeiro
automotivo,3,2,rio de janeiro
relogios_presentes,4,1,bom jesus dos perdoes
fashion_bolsas_e_acessorios,5,1,valenca
beleza_saude,5,1,porto seguro
fashion_bolsas_e_acessorios,5,1,santo andre
eletronicos,4,1,brasilia
cama_mesa_banho,5,1,campos dos goytacazes
ferramentas_jardim,5,1,rio de janeiro
informatica_acessorios,4,1,brasilia
papelaria,5,1,itapui
utilidades_domesticas,3,1,sao paulo
moveis_cozinha_area_de_servico_jantar_e_jardim,4,1,jundiai
telefonia,1,1,macae
telefonia,1,2,macae
automotivo,5,1,votuporanga
beleza_saude,5,1,cambui
cama_mesa_banho,5,1,rio de janeiro
telefonia,5,1,porto alegre
relogios_presentes,5,1,rio das ostras
beleza_saude,4,1,sao paulo
beleza_saude,5,1,soledade de minas
informatica_acessorios,3,1,brasilia
informatica_acessorios,3,2,brasilia
informatica_acessorios,3,3,brasilia
informatica_acessorios,3,4,brasilia
informatica_acessorios,1,1,ourinhos
relogios_presentes,4,1,campinas
esporte_lazer,5,1,tocantins
relogios_presentes,5,1,rio de janeiro
esporte_lazer,5,1,barueri
construcao_ferramentas_iluminacao,2,1,sao paulo
beleza_saude,5,1,casimiro de abreu
moveis_decoracao,1,1,sorocaba
moveis_decoracao,1,2,sorocaba
eletronicos,5,1,sao paulo
beleza_saude,1,1,feira de santana
moveis_decoracao,5,1,imbituba
perfumaria,5,1,louveira
automotivo,4,1,macapa
beleza_saude,5,1,santo andre
industria_comercio_e_negocios,4,1,goiania
cama_mesa_banho,4,1,sao bernardo do campo
perfumaria,5,1,brasilia
papelaria,5,1,sao paulo
ferramentas_jardim,5,1,rio de janeiro
eletronicos,5,1,uruguaiana
utilidades_domesticas,3,1,cafelandia
cama_mesa_banho,1,1,cosmopolis
esporte_lazer,4,1,barra mansa
automotivo,5,1,sao paulo
moveis_decoracao,4,1,maua
automotivo,4,1,rio verde
automotivo,4,2,rio verde
automotivo,4,3,rio verde
automotivo,4,4,rio verde
climatizacao,1,1,sao paulo
automotivo,5,1,camaragibe
informatica_acessorios,5,1,rio de janeiro
moveis_decoracao,4,1,curitiba
instrumentos_musicais,5,1,campinas
relogios_presentes,5,1,sao paulo
informatica_acessorios,4,1,aracatuba
moveis_decoracao,5,1,palhoca
telefonia,1,1,salvador
beleza_saude,5,1,pederneiras
beleza_saude,1,1,nova friburgo
esporte_lazer,5,1,balneario camboriu
cama_mesa_banho,5,1,sao paulo
cama_mesa_banho,5,2,sao paulo
eletroportateis,5,1,belo horizonte
telefonia,5,1,assis
pet_shop,5,1,balsa nova
construcao_ferramentas_jardim,3,1,belo horizonte
construcao_ferramentas_jardim,3,2,belo horizonte
esporte_lazer,5,1,sao paulo
beleza_saude,5,1,sao paulo
moveis_decoracao,5,1,barueri
moveis_decoracao,4,1,volta redonda
cool_stuff,3,1,anapolis
informatica_acessorios,4,1,arapiraca
informatica_acessorios,4,2,arapiraca
beleza_saude,5,1,teresina
artes,5,1,caruaru
relogios_presentes,5,1,sao paulo
ferramentas_jardim,5,1,suzano
esporte_lazer,4,1,barueri
informatica_acessorios,3,1,santa maria
beleza_saude,4,1,ribeirao das neves
instrumentos_musicais,1,1,cachoeirinha
moveis_decoracao,5,1,sao paulo
relogios_presentes,5,1,cascavel
fashion_bolsas_e_acessorios,5,1,contagem
brinquedos,5,1,pouso alegre
brinquedos,5,2,pouso alegre
telefonia,5,1,rio de janeiro
Unknown,5,1,porto alegre
relogios_presentes,5,1,osasco
beleza_saude,4,1,salvador
moveis_escritorio,4,1,franca
telefonia,1,1,lins
moveis_decoracao,5,1,joviania
perfumaria,4,1,dores do indaia
informatica_acessorios,1,1,sao paulo
Unknown,5,1,rio de janeiro
consoles_games,5,1,andradina
ferramentas_jardim,5,1,francisco morato
brinquedos,4,1,manaus
beleza_saude,4,1,brasilia
cama_mesa_banho,5,1,sao paulo
relogios_presentes,1,1,cachoeiro de itapemirim
perfumaria,5,1,para de minas
brinquedos,4,1,rio claro
brinquedos,4,2,rio claro
brinquedos,4,3,rio claro
brinquedos,4,4,rio claro
casa_conforto,5,1,porto alegre
eletrodomesticos,5,1,sao paulo
utilidades_domesticas,3,1,rio de janeiro
cama_mesa_banho,4,1,atibaia
cama_mesa_banho,5,1,brasilia
automotivo,5,1,mari
casa_construcao,5,1,teresopolis
moveis_decoracao,4,1,santo antonio do planalto
cool_stuff,5,1,passos
moveis_decoracao,3,1,campo mourao
moveis_decoracao,3,2,campo mourao
moveis_decoracao,3,3,campo mourao
telefonia,5,1,jaboticabal
esporte_lazer,5,1,piripiri
construcao_ferramentas_construcao,5,1,passo fundo
construcao_ferramentas_construcao,5,2,passo fundo
construcao_ferramentas_construcao,5,3,passo fundo
livros_interesse_geral,5,1,mallet
perfumaria,5,1,sao paulo
beleza_saude,5,1,osasco
informatica_acessorios,1,1,pindamonhangaba
artigos_de_festas,5,1,sao gabriel da palha
brinquedos,5,1,rio de janeiro
brinquedos,5,2,rio de janeiro
telefonia,3,1,ubatuba
informatica_acessorios,5,1,sao bento do sul
utilidades_domesticas,5,1,belo horizonte
cool_stuff,5,1,faxinal dos guedes
utilidades_domesticas,5,1,governador valadares
relogios_presentes,5,1,rio de janeiro
cama_mesa_banho,5,1,santo antonio de padua
cama_mesa_banho,5,2,santo antonio de padua
beleza_saude,1,1,florianopolis
perfumaria,4,1,sao paulo
cama_mesa_banho,5,1,rio de janeiro
cama_mesa_banho,5,1,sao paulo
utilidades_domesticas,1,1,sao paulo
casa_conforto,5,1,rio de janeiro
moveis_decoracao,5,1,santos
cama_mesa_banho,5,1,bonfim paulista
esporte_lazer,5,1,montalvania
utilidades_domesticas,4,1,campo grande
esporte_lazer,5,1,sao paulo
brinquedos,5,1,gurupi
Unknown,5,1,guarulhos
relogios_presentes,5,1,rio de janeiro
telefonia,5,1,sao paulo
agro_industria_e_comercio,5,1,ariquemes
agro_industria_e_comercio,5,2,ariquemes
agro_industria_e_comercio,5,3,ariquemes
agro_industria_e_comercio,5,4,ariquemes
eletronicos,5,1,guapiacu
eletronicos,5,1,curitiba
relogios_presentes,4,1,fortaleza
consoles_games,3,1,nova iguacu
industria_comercio_e_negocios,5,1,diadema
ferramentas_jardim,1,1,belo horizonte
ferramentas_jardim,1,2,belo horizonte
automotivo,4,1,barueri
informatica_acessorios,4,1,entre rios de minas
relogios_presentes,5,1,brasilia
malas_acessorios,4,1,santana de parnaiba
consoles_games,3,1,sao jose do rio preto
moveis_cozinha_area_de_servico_jantar_e_jardim,5,1,rio de janeiro
Unknown,4,1,guaratingueta
automotivo,2,1,nova laranjeiras
Unknown,1,1,ferraz de vasconcelos
cama_mesa_banho,1,1,belo horizonte
cama_mesa_banho,1,2,belo horizonte
beleza_saude,5,1,suzano
automotivo,5,1,petropolis
beleza_saude,2,1,araguaina
esporte_lazer,4,1,sao paulo
esporte_lazer,4,2,sao paulo
automotivo,4,1,embu-guacu
beleza_saude,3,1,viradouro
beleza_saude,3,2,viradouro
beleza_saude,5,1,sao paulo
eletronicos,5,1,alvorada
informatica_acessorios,4,1,sao paulo
construcao_ferramentas_construcao,1,1,patos de minas
cama_mesa_banho,2,1,indaiatuba
telefonia,5,1,contagem
cama_mesa_banho,5,1,carapicuiba
informatica_acessorios,5,1,belo horizonte
cama_mesa_banho,5,1,sao paulo
ferramentas_jardim,5,1,montes claros
brinquedos,5,1,brasilia
utilidades_domesticas,1,1,sao paulo
perfumaria,5,1,sao luis
relogios_presentes,5,1,sao paulo
moveis_decoracao,1,1,camboriu
moveis_decoracao,1,2,camboriu
relogios_presentes,2,1,niteroi
informatica_acessorios,5,1,sao jose dos campos
cama_mesa_banho,2,1,belo horizonte
eletronicos,2,1,niteroi
eletroportateis,5,1,rio de janeiro
informatica_acessorios,5,1,pinhais
bebes,5,1,lins
brinquedos,4,1,teofilo otoni
relogios_presentes,5,1,salvador
eletronicos,4,1,curitiba
moveis_decoracao,5,1,cotia
bebes,5,1,sao paulo
bebes,5,2,sao paulo
automotivo,5,1,belo horizonte
ferramentas_jardim,5,1,sao jose do rio preto
ferramentas_jardim,5,2,sao jose do rio preto
ferramentas_jardim,4,1,sao jose do rio preto
informatica_acessorios,4,1,castilho
fashion_bolsas_e_acessorios,1,1,contagem
eletronicos,1,1,rio de janeiro
esporte_lazer,5,1,santo andre
alimentos,5,1,sao paulo
moveis_decoracao,4,1,campinas
moveis_decoracao,4,2,campinas
moveis_decoracao,4,3,campinas
ferramentas_jardim,5,1,cachoeiro de itapemirim
ferramentas_jardim,5,2,cachoeiro de itapemirim
telefonia,5,1,sao vendelino
malas_acessorios,4,1,sao gabriel
malas_acessorios,3,1,hortolandia
fashion_bolsas_e_acessorios,5,1,vitoria
moveis_decoracao,3,1,sao paulo
construcao_ferramentas_seguranca,5,1,rio de janeiro
cama_mesa_banho,5,1,botucatu
Unknown,5,1,piumhii
ferramentas_jardim,5,1,mogi das cruzes
utilidades_domesticas,5,1,candido mota
esporte_lazer,5,1,sao paulo
esporte_lazer,4,1,sao paulo
ferramentas_jardim,5,1,rio de janeiro
perfumaria,5,1,rio de janeiro
cama_mesa_banho,5,1,sao goncalo
cama_mesa_banho,5,2,sao goncalo
moveis_decoracao,4,1,sao luis
beleza_saude,5,1,sao paulo
informatica_acessorios,5,1,santa barbara d'oeste
esporte_lazer,4,1,belo horizonte
cool_stuff,3,1,porto alegre
beleza_saude,5,1,morro reuter
perfumaria,3,1,sao paulo
automotivo,5,1,sao caetano do sul
automotivo,5,2,sao caetano do sul
brinquedos,3,1,sao paulo
ferramentas_jardim,5,1,piracicaba
cama_mesa_banho,3,1,mendes
cama_mesa_banho,3,2,mendes
beleza_saude,2,1,joinville
brinquedos,4,1,contagem
beleza_saude,5,1,sao paulo
cama_mesa_banho,1,1,porto alegre
cool_stuff,5,1,sao francisco do sul
utilidades_domesticas,1,1,arandu
cama_mesa_banho,3,1,sao paulo
brinquedos,4,1,ouro fino
automotivo,5,1,macae
informatica_acessorios,5,1,passo fundo
informatica_acessorios,5,2,passo fundo
cool_stuff,5,1,guarulhos
perfumaria,5,1,mesquita
esporte_lazer,5,2,mesquita
relogios_presentes,4,1,vila velha
cama_mesa_banho,1,1,rio de janeiro
utilidades_domesticas,5,1,belo horizonte
utilidades_domesticas,5,2,belo horizonte
utilidades_domesticas,5,3,belo horizonte
utilidades_domesticas,5,4,belo horizonte
utilidades_domesticas,1,1,sao paulo
utilidades_domesticas,1,2,sao paulo
utilidades_domesticas,1,3,sao paulo
utilidades_domesticas,1,4,sao paulo
utilidades_domesticas,1,5,sao paulo
cama_mesa_banho,5,1,niteroi
eletrodomesticos,4,1,embu-guacu
informatica_acessorios,5,1,rio de janeiro
bebes,4,1,sao paulo
perfumaria,2,1,sao paulo
informatica_acessorios,5,1,uberaba
informatica_acessorios,5,2,uberaba
eletronicos,1,1,porto alegre
cama_mesa_banho,4,1,rio de janeiro
informatica_acessorios,5,1,lagoa santa
telefonia,1,1,sao paulo
relogios_presentes,2,1,barueri
papelaria,5,1,sao paulo
relogios_presentes,5,1,campinas
automotivo,5,1,sao paulo
automotivo,5,2,sao paulo
telefonia,4,1,sao paulo
cool_stuff,5,1,sao paulo
papelaria,5,1,piacabucu
beleza_saude,5,1,guarulhos
moveis_cozinha_area_de_servico_jantar_e_jardim,4,1,santana de parnaiba
telefonia,5,1,liberato salzano
bebes,3,1,sao paulo
relogios_presentes,4,1,brasilia
cool_stuff,5,1,sao paulo
cama_mesa_banho,5,1,sao paulo
perfumaria,1,1,hidrolandia
moveis_escritorio,1,1,sapucaia do sul
moveis_escritorio,1,2,sapucaia do sul
utilidades_domesticas,4,1,santos
moveis_decoracao,5,1,birigui
telefonia,2,1,joao pessoa
moveis_decoracao,3,1,coribe
informatica_acessorios,1,1,brasilia
livros_interesse_geral,5,1,hortolandia
casa_conforto,5,1,coronel fabriciano
moveis_decoracao,5,1,sao paulo
telefonia,1,1,jundiai
cama_mesa_banho,5,1,sao paulo
esporte_lazer,5,1,rio de janeiro
cama_mesa_banho,4,1,rio de janeiro
utilidades_domesticas,4,1,suzano
pet_shop,5,1,juiz de fora
cool_stuff,3,1,guaruja
eletroportateis,5,1,rio de janeiro
eletroportateis,5,2,rio de janeiro
cool_stuff,5,1,roncador
moveis_cozinha_area_de_servico_jantar_e_jardim,4,1,porto alegre
relogios_presentes,5,1,sao bento do sapucai
papelaria,5,1,frederico westphalen
informatica_acessorios,1,1,sao luis
moveis_decoracao,5,1,passos
telefonia,5,1,sao paulo
cool_stuff,3,1,mogi mirim
esporte_lazer,5,1,rio de janeiro
moveis_decoracao,5,1,brasilia
informatica_acessorios,5,1,ipora do oeste
telefonia_fixa,4,1,cotia
utilidades_domesticas,5,1,rio de janeiro
cama_mesa_banho,3,1,feliz
moveis_decoracao,4,1,sao paulo
relogios_presentes,3,1,sao jose
utilidades_domesticas,5,1,rio de janeiro
utilidades_domesticas,5,1,vassouras
informatica_acessorios,5,1,itapema
utilidades_domesticas,3,1,curitibanos
utilidades_domesticas,3,2,curitibanos
esporte_lazer,5,1,sao paulo
esporte_lazer,5,1,sao paulo
informatica_acessorios,5,1,cruzeiro
informatica_acessorios,5,2,cruzeiro
cama_mesa_banho,2,1,frederico westphalen
informatica_acessorios,5,1,campinas
cine_foto,5,1,sao paulo
cine_foto,5,2,sao paulo
beleza_saude,5,1,sao paulo
beleza_saude,5,2,sao paulo
casa_conforto,5,1,aguas formosas
casa_conforto,5,2,aguas formosas
informatica_acessorios,4,1,goiania
moveis_decoracao,4,1,general salgado
telefonia,1,1,cuite
beleza_saude,5,1,porto alegre
climatizacao,1,1,macae
ferramentas_jardim,5,1,sao goncalo
cama_mesa_banho,3,1,sao paulo
cama_mesa_banho,3,2,sao paulo
alimentos,5,1,sao vicente
esporte_lazer,5,1,rio de janeiro
cama_mesa_banho,5,1,coronel joao sa
moveis_decoracao,3,1,sao paulo
perfumaria,1,1,campos dos goytacazes
utilidades_domesticas,5,1,araraquara
beleza_saude,5,1,sao paulo
beleza_saude,5,2,sao paulo
cool_stuff,5,1,niteroi
eletrodomesticos,5,1,antonio carlos
cool_stuff,5,1,duque de caxias
automotivo,5,1,boituva
esporte_lazer,2,1,caieiras
esporte_lazer,2,2,caieiras
beleza_saude,5,1,rio verde
informatica_acessorios,2,1,sao paulo
fashion_bolsas_e_acessorios,5,1,sao luis
perfumaria,5,1,carmo do cajuru
papelaria,5,1,sao goncalo
cool_stuff,5,1,sao leopoldo
automotivo,5,1,florianopolis
automotivo,5,2,florianopolis
cool_stuff,5,1,terra nova
livros_interesse_geral,5,1,presidente prudente
informatica_acessorios,4,1,areias
informatica_acessorios,5,1,itabira
eletronicos,5,1,rio de janeiro
moveis_decoracao,5,1,santa luzia
construcao_ferramentas_construcao,1,1,santo andre
cama_mesa_banho,5,1,embu das artes
telefonia,1,1,maracanau
perfumaria,5,1,brasilia
moveis_decoracao,4,1,campo grande
utilidades_domesticas,5,1,campo grande
informatica_acessorios,5,1,porto alegre
esporte_lazer,4,1,sao paulo
perfumaria,5,1,sao bernardo do campo
beleza_saude,5,1,sao paulo
informatica_acessorios,5,1,londrina
brinquedos,5,1,canoas
bebes,2,1,campinas
malas_acessorios,5,1,mococa
esporte_lazer,3,1,sao paulo
moveis_decoracao,1,1,campos novos
moveis_decoracao,1,2,campos novos
relogios_presentes,5,1,belo horizonte
fashion_underwear_e_moda_praia,4,1,rio claro
cama_mesa_banho,4,1,jacobina
industria_comercio_e_negocios,1,1,fortaleza
informatica_acessorios,5,1,nova america
cool_stuff,1,1,itapaje
moveis_decoracao,5,1,carapicuiba
ferramentas_jardim,4,1,pires do rio
ferramentas_jardim,4,2,pires do rio
ferramentas_jardim,4,3,pires do rio
casa_construcao,4,1,bodoco
utilidades_domesticas,3,1,campina grande do sul
moveis_escritorio,3,1,dom pedrito
telefonia,5,1,alcobaca
relogios_presentes,5,1,osasco
automotivo,1,1,belo horizonte
fashion_roupa_masculina,1,1,guaiba
fashion_roupa_masculina,1,2,guaiba
telefonia,3,1,santo angelo
utilidades_domesticas,1,1,niteroi
moveis_decoracao,4,1,campinas
moveis_decoracao,4,2,campinas
perfumaria,5,1,rio de janeiro
bebes,5,1,londrina
informatica_acessorios,4,1,sao paulo
perfumaria,3,1,botucatu
alimentos_bebidas,5,1,rio de janeiro
beleza_saude,4,1,canoas
agro_industria_e_comercio,4,1,goiania
Unknown,5,1,mogi-guacu
automotivo,1,1,varzea paulista
automotivo,1,2,varzea paulista
pet_shop,1,1,conselheiro lafaiete
industria_comercio_e_negocios,5,1,natal
cama_mesa_banho,3,1,valinhos
utilidades_domesticas,3,2,valinhos
ferramentas_jardim,1,1,abelardo luz
esporte_lazer,4,1,sao mateus do sul
utilidades_domesticas,5,1,assis chateaubriand
esporte_lazer,1,1,sao luis
utilidades_domesticas,5,1,belo horizonte
brinquedos,5,1,divinopolis
esporte_lazer,5,1,ipora
pet_shop,5,1,belo horizonte
utilidades_domesticas,5,1,santo andre
moveis_decoracao,2,1,rancharia
informatica_acessorios,5,1,cotia
instrumentos_musicais,5,1,ribeirao preto
brinquedos,5,1,rio de janeiro
cama_mesa_banho,3,1,rio de janeiro
esporte_lazer,5,1,angra dos reis
moveis_escritorio,2,1,limeira
moveis_escritorio,2,2,limeira
moveis_escritorio,2,3,limeira
moveis_decoracao,5,1,sao paulo
moveis_decoracao,5,2,sao paulo
bebidas,4,1,sao paulo
esporte_lazer,5,1,rio de janeiro
cama_mesa_banho,5,1,jaboticabal
automotivo,5,1,marica
telefonia,1,1,sao paulo
cama_mesa_banho,1,1,canoas
cama_mesa_banho,1,2,canoas
beleza_saude,5,1,varginha
Unknown,5,1,rio de janeiro
cama_mesa_banho,5,1,sao paulo
cama_mesa_banho,5,2,sao paulo
ferramentas_jardim,4,1,caxias
cama_mesa_banho,3,1,caetite
beleza_saude,4,1,cristais paulista
telefonia,5,1,arroio do meio
livros_tecnicos,4,1,querencia
bebes,5,1,guaratingueta
esporte_lazer,5,1,pojuca
eletronicos,5,1,porto alegre
bebes,1,1,santos
informatica_acessorios,5,1,balneario camboriu
