product_category_name,review_score,order_item_id,customer_city
utilidades_domesticas,5,1,curitiba
cama_mesa_banho,4,1,serrana
ferramentas_jardim,5,1,guarulhos
utilidades_domesticas,5,1,sao joao da boa vista
relogios_presentes,5,1,videira
moveis_decoracao,5,1,balneario camboriu
beleza_saude,5,1,sao paulo
relogios_presentes,3,1,belem
beleza_saude,5,1,indaiatuba
beleza_saude,4,1,campos dos goytacazes
cama_mesa_banho,1,1,belem
cama_mesa_banho,1,2,belem
moveis_decoracao,4,1,simonesia
beleza_saude,4,1,leme
utilidades_domesticas,5,1,videira
utilidades_domesticas,5,1,pocos de caldas
relogios_presentes,1,1,rio de janeiro
cama_mesa_banho,4,1,sao roque do canaa
fashion_calcados,5,1,feira de santana
brinquedos,5,1,campinas
ferramentas_jardim,1,1,martinho campos
informatica_acessorios,5,1,maceio
beleza_saude,5,1,belo horizonte
relogios_presentes,1,1,sao paulo
brinquedos,4,1,betim
cool_stuff,5,1,santo angelo
cool_stuff,5,1,juiz de fora
esporte_lazer,4,1,nova santa barbara
bebes,1,1,guaruja
telefonia,5,1,bela vista de goias
eletronicos,5,1,porto ferreira
esporte_lazer,5,1,sao paulo
utilidades_domesticas,1,1,chapeco
utilidades_domesticas,1,2,chapeco
utilidades_domesticas,1,3,chapeco
utilidades_domesticas,1,4,chapeco
relogios_presentes,5,1,vitoria da conquista
cool_stuff,5,1,mirandopolis
bebes,5,1,cajamar
esporte_lazer,1,1,campo grande
cama_mesa_banho,3,1,rio de janeiro
cama_mesa_banho,3,2,rio de janeiro
informatica_acessorios,5,1,butia
pet_shop,5,1,blumenau
automotivo,5,1,brasilia
ferramentas_jardim,3,1,rio de janeiro
informatica_acessorios,1,1,jau
automotivo,5,1,saudade do iguacu
moveis_escritorio,1,1,rio de janeiro
moveis_escritorio,1,2,rio de janeiro
esporte_lazer,1,1,canoas
automotivo,5,1,sao jose dos campos
utilidades_domesticas,5,1,guarulhos
cama_mesa_banho,5,1,lages
beleza_saude,5,1,lago verde
utilidades_domesticas,5,1,jundiai
automotivo,5,1,rio de janeiro
moveis_decoracao,4,1,santa cruz do sul
moveis_escritorio,5,1,sao paulo
papelaria,4,1,salvador
esporte_lazer,5,1,sao caetano do sul
beleza_saude,5,1,sao bernardo do campo
telefonia,3,1,aguas belas
telefonia,3,2,aguas belas
relogios_presentes,5,1,belo horizonte
pet_shop,5,1,sao paulo
cama_mesa_banho,2,1,brasilia
fashion_bolsas_e_acessorios,5,1,ribeirao das neves
beleza_saude,5,1,pocos de caldas
telefonia,5,1,rio de janeiro
perfumaria,4,1,vinhedo
telefonia,5,1,santa cruz do sul
esporte_lazer,1,1,imbe
utilidades_domesticas,5,1,brasilia
utilidades_domesticas,5,2,brasilia
cama_mesa_banho,5,1,muriae
automotivo,3,1,miracatu
moveis_escritorio,4,1,osasco
telefonia,4,1,santo andre
esporte_lazer,5,1,mogi das cruzes
perfumaria,4,1,sao paulo
esporte_lazer,3,1,brasilia
esporte_lazer,3,1,sao paulo
esporte_lazer,5,1,corumba
informatica_acessorios,3,1,osasco
moveis_decoracao,5,1,ribeirao preto
brinquedos,5,1,rio de janeiro
brinquedos,5,1,governador valadares
brinquedos,5,2,governador valadares
bebes,3,1,santos
papelaria,1,1,afogados da ingazeira
casa_construcao,5,1,sao paulo
beleza_saude,5,1,sao paulo
beleza_saude,5,1,sao paulo
consoles_games,4,1,rolim de moura
automotivo,5,1,rio de janeiro
cama_mesa_banho,3,1,itapaci
brinquedos,1,1,sao paulo
esporte_lazer,5,1,primavera do leste
informatica_acessorios,5,1,sao paulo
esporte_lazer,5,1,rio de janeiro
perfumaria,4,1,sao paulo
cool_stuff,4,1,curitiba
moveis_escritorio,4,1,catigua
cama_mesa_banho,3,1,parobe
beleza_saude,5,1,sao jose dos campos
esporte_lazer,5,1,indaiatuba
informatica_acessorios,5,1,campinas
informatica_acessorios,5,2,campinas
bebes,5,1,mesquita
papelaria,5,1,cacule
beleza_saude,5,1,guarulhos
utilidades_domesticas,5,1,sao jose dos pinhais
moveis_decoracao,5,1,sao paulo
relogios_presentes,1,1,curitiba
consoles_games,5,1,sao paulo
cama_mesa_banho,5,1,tuparendi
bebes,5,1,sao paulo
ferramentas_jardim,3,1,porto alegre
utilidades_domesticas,4,1,sao paulo
cama_mesa_banho,5,1,jequie
construcao_ferramentas_construcao,1,1,nova brescia
relogios_presentes,3,1,florianopolis
bebes,1,1,sao paulo
telefonia,1,1,sao paulo
moveis_decoracao,5,1,maringa
perfumaria,4,1,catanduva
cama_mesa_banho,5,1,carapicuiba
beleza_saude,4,1,uberlandia
automotivo,1,1,barreiras
brinquedos,2,1,vitoria
esporte_lazer,4,1,pradopolis
artes,3,1,rio de janeiro
livros_tecnicos,5,1,uberlandia
esporte_lazer,5,1,juiz de fora
bebes,5,1,tabapua
alimentos,5,1,sao paulo
cama_mesa_banho,4,1,sao paulo
cama_mesa_banho,4,2,sao paulo
eletroportateis,4,1,osasco
beleza_saude,5,1,mata de sao joao
eletronicos,5,1,maringa
brinquedos,4,1,sao paulo
eletrodomesticos,1,1,apucarana
automotivo,1,1,fortaleza
utilidades_domesticas,4,1,campo largo
cama_mesa_banho,3,1,sao paulo
livros_tecnicos,4,1,campo grande
brinquedos,5,1,neropolis
automotivo,1,1,catanduva
cama_mesa_banho,5,1,ribeirao preto
automotivo,5,1,itapevi
relogios_presentes,1,1,sao paulo
cama_mesa_banho,5,1,sao luiz gonzaga
relogios_presentes,1,1,batatais
ferramentas_jardim,5,1,frutal
pcs,5,1,salvador
pcs,5,2,salvador
pcs,5,3,salvador
pcs,5,4,salvador
esporte_lazer,5,1,sao joao de meriti
automotivo,5,1,caxias do sul
utilidades_domesticas,3,1,niteroi
construcao_ferramentas_iluminacao,3,1,santo antonio da alegria
construcao_ferramentas_construcao,4,1,extremoz
eletronicos,4,1,sao paulo
automotivo,4,1,toledo
cool_stuff,5,1,quata
cool_stuff,4,1,ribeirao preto
cama_mesa_banho,5,1,sao paulo
moveis_decoracao,5,1,sao paulo
cama_mesa_banho,4,1,sao jorge d'oeste
telefonia,5,1,sao paulo
eletronicos,1,1,caldas novas
bebes,5,1,indaiatuba
malas_acessorios,5,1,minacu
moveis_decoracao,2,1,sao paulo
perfumaria,4,1,bauru
relogios_presentes,3,1,sao francisco do sul
relogios_presentes,3,2,sao francisco do sul
beleza_saude,5,1,brasilia
alimentos,4,1,campinas
esporte_lazer,4,1,guaruja
esporte_lazer,5,1,buri
audio,5,1,rio bonito
construcao_ferramentas_iluminacao,3,1,curitiba
cama_mesa_banho,5,1,pindamonhangaba
instrumentos_musicais,5,1,pouso alegre
beleza_saude,5,1,recife
consoles_games,4,1,fortaleza
pcs,5,1,curitiba
informatica_acessorios,5,1,sao paulo
telefonia,4,1,sao paulo
cama_mesa_banho,5,1,sacramento
esporte_lazer,4,1,belo horizonte
esporte_lazer,5,1,amparo
beleza_saude,1,1,blumenau
brinquedos,5,1,sao paulo
esporte_lazer,1,1,rio de janeiro
cool_stuff,4,1,rio de janeiro
beleza_saude,1,1,belo horizonte
cama_mesa_banho,5,1,rio de janeiro
cama_mesa_banho,4,1,cerro azul
audio,5,1,vitoria
audio,5,2,vitoria
automotivo,5,1,sao paulo
moveis_decoracao,2,1,sao paulo
informatica_acessorios,5,1,sete lagoas
malas_acessorios,5,1,jundiai
esporte_lazer,5,1,sao paulo
beleza_saude,5,1,vitoria
esporte_lazer,3,1,paracatu
automotivo,4,1,porto alegre
esporte_lazer,5,1,sao paulo
eletrodomesticos_2,4,1,joinville
eletronicos,4,1,sao paulo
relogios_presentes,5,1,rio de janeiro
pcs,3,1,chapeco
bebes,4,1,rio de janeiro
utilidades_domesticas,4,1,sao paulo
brinquedos,5,1,pelotas
cama_mesa_banho,5,1,sao paulo
informatica_acessorios,3,1,sao roque
fashion_bolsas_e_acessorios,3,1,sao paulo
cool_stuff,5,1,itapevi
informatica_acessorios,5,1,ribeirao preto
informatica_acessorios,1,1,ponta pora
moveis_decoracao,5,1,conceicao das pedras
relogios_presentes,5,1,sao paulo
beleza_saude,5,1,brauna
moveis_decoracao,5,1,rio de janeiro
moveis_decoracao,5,2,rio de janeiro
moveis_decoracao,5,3,rio de janeiro
eletronicos,5,1,uberlandia
bebes,3,1,campinas
informatica_acessorios,4,1,nova serrana
moveis_decoracao,5,1,sao bernardo do campo
ferramentas_jardim,5,1,angra dos reis
relogios_presentes,1,1,sao paulo
relogios_presentes,1,2,sao paulo
esporte_lazer,5,1,sao paulo
eletrodomesticos,3,1,salvador
cool_stuff,5,1,brasilia
brinquedos,4,1,sao paulo
utilidades_domesticas,5,1,sao paulo
malas_acessorios,5,1,salvador
esporte_lazer,5,1,ipatinga
pet_shop,5,1,campinas
moveis_decoracao,5,1,sao paulo
pet_shop,5,1,petropolis
fashion_roupa_masculina,5,1,rio de janeiro
cama_mesa_banho,1,1,nossa senhora de caravaggio
perfumaria,5,1,sao bernardo do campo
Unknown,4,1,guarulhos
relogios_presentes,5,1,timburi
cama_mesa_banho,5,1,capivari
pet_shop,5,1,rio de janeiro
relogios_presentes,4,1,rio de janeiro
eletrodomesticos,5,1,rio claro
consoles_games,3,1,sao bento do una
cool_stuff,5,1,marilia
bebes,2,1,maringa
telefonia,5,1,rio de janeiro
cama_mesa_banho,1,1,sao paulo
cama_mesa_banho,1,2,sao paulo
brinquedos,5,1,contagem
bebes,5,1,sao luis
moveis_sala,4,1,rio de janeiro
moveis_sala,4,2,rio de janeiro
moveis_sala,4,3,rio de janeiro
ferramentas_jardim,1,1,brasilia
ferramentas_jardim,1,2,brasilia
ferramentas_jardim,1,3,brasilia
ferramentas_jardim,1,4,brasilia
ferramentas_jardim,1,5,brasilia
ferramentas_jardim,1,6,brasilia
esporte_lazer,4,1,sao bernardo do campo
livros_tecnicos,5,1,lajeado
utilidades_domesticas,3,1,taquarituba
ferramentas_jardim,4,1,belo horizonte
ferramentas_jardim,4,2,belo horizonte
moveis_decoracao,3,1,santo andre
beleza_saude,3,1,una
moveis_sala,5,1,linhares
esporte_lazer,5,1,sao paulo
construcao_ferramentas_iluminacao,3,1,itabuna
moveis_decoracao,5,1,rio de janeiro
utilidades_domesticas,1,1,ubatuba
beleza_saude,1,1,porto alegre
telefonia,4,1,uniao da vitoria
beleza_saude,5,1,ilheus
cool_stuff,5,1,sao bernardo do campo
cool_stuff,2,1,jatai
beleza_saude,2,2,jatai
telefonia,5,1,sao jose dos campos
papelaria,5,1,brasilia
cool_stuff,5,1,curitiba
esporte_lazer,4,1,sao paulo
esporte_lazer,4,2,sao paulo
eletronicos,1,1,cruzeiro
cama_mesa_banho,4,1,belo horizonte
papelaria,5,1,caucaia
papelaria,5,2,caucaia
moveis_decoracao,5,1,piracicaba
cama_mesa_banho,5,1,ibiam
brinquedos,4,1,rio de janeiro
telefonia,2,1,aparecida de goiania
market_place,3,1,aracaju
beleza_saude,5,1,brasilia
cama_mesa_banho,4,1,belo horizonte
cama_mesa_banho,4,1,sao paulo
informatica_acessorios,5,1,sao jose dos campos
